Date,Tournament,Court,Surface,Wrank,Lrank,Wage,Lage,Wheight,Lheight,Wtitles,Ltitles,Wh2h,Lh2h,winner_hand,loser_hand,winner_weight,loser_weight,winner_YTD_Won_Lost,loser_YTD_Won_Lost,winner_YTD_Titles,loser_YTD_Titles,winner_CAREER_W_L,loser_CAREER_W_L,winner_Career_Prize_Money,loser_Career_Prize_Money,Winner,Loser
2019.07.01,London,Outdoor,Grass,149,43,28,30,180,185,0,0,2,0,L,R,175,165,2/7,17/13,0,0,36/46,118/115,"$2,247,470","$5,670,895",Dominik Koepfer,Filip Krajinovic
2019.07.01,London,Outdoor,Grass,31,88,22,29,183,183,1,1,1,0,R,R,165,170,27/15,5/13,0,0,82/77,68/91,"$3,702,937","$3,099,905",Miomir Kecmanovic,Roberto Carballes Baena
2019.07.01,London,Outdoor,Grass,560,198,43,34,211,180,8,0,1,0,R,L,230,158,0/0,0/0,0,0,371/346,4/10,"$10,160,232","$969,054",Ivo Karlovic,Andrea Arnaboldi
2019.07.01,London,Outdoor,Grass,85,40,32,34,188,188,4,4,1,0,R,L,190,168,11/10,15/16,0,1,190/191,256/285,"$7,628,987","$9,448,129",Steve Johnson,Albert Ramos-Vinolas
2019.07.01,London,Outdoor,Grass,253,186,35,29,191,183,2,0,1,0,R,R,170,181,1/1,0/2,0,0,233/271,22/44,"$7,781,785","$1,478,946",Robin Haase,Jozef Kovalik
2019.07.01,London,Outdoor,Grass,809,60,36,27,191,191,4,2,1,1,R,R,176,168,0/0,17/19,0,0,202/250,84/87,"$11,983,770","$3,990,596",Marcel Granollers,Lorenzo Sonego
2019.07.01,London,Outdoor,Grass,98,154,30,28,188,183,1,0,2,0,R,R,181,178,13/15,2/4,0,0,122/120,26/49,"$5,266,060","$1,636,709",Marton Fucsovics,Dennis Novak
2019.07.01,London,Outdoor,Grass,13,0,24,(1,196,196,3,13,1,0,R,R,190,200,29/11,0/0,2,0,160/134,640/342,"$8,193,645","$29,491,328",Taylor Fritz,Tomas Berdych
2019.07.01,London,Outdoor,Grass,36,125,32,31,175,193,1,2,2,0,R,L,165,198,13/16,9/19,0,0,111/121,162/196,"$5,429,957","$5,904,021",Daniel Evans,Federico Delbonis
2019.07.01,London,Outdoor,Grass,0,920,38,34,175,191,2,1,1,0,R,L,171,195,0/0,0/0,0,0,118/134,133/199,"$3,445,948","$5,737,833",Steve Darcis,Mischa Zverev
2019.07.01,London,Outdoor,Grass,225,185,36,30,180,175,6,3,1,1,R,R,173,150,4/7,4/4,0,0,242/224,124/136,"$9,643,411","$4,662,152",Pablo Cuevas,Damir Dzumhur
2019.07.01,London,Outdoor,Grass,177,529,23,26,183,175,0,0,1,0,R,R,184,155,0/3,0/0,0,0,2/11,8/21,"$745,386","$805,480",Jay Clarke,Noah Rubin
2019.07.01,London,Outdoor,Grass,977,0,35,33,188,191,1,6,2,1,R,L,165,187,0/0,0/0,0,0,297/303,149/153,"$10,535,763","$5,524,410",Jeremy Chardy,Martin Klizan
2019.07.01,London,Outdoor,Grass,192,39,28,25,183,196,0,1,1,1,R,R,176,180,1/2,22/18,0,1,12/30,92/88,"$1,607,003","$3,901,007",Gregoire Barrere,Alexander Bublik
2019.07.01,London,Outdoor,Grass,0,374,(1,27,178,193,4,0,1,0,R,R,181,186,0/0,0/1,0,0,349/274,4/19,"$8,918,917","$874,128",Marcos Baghdatis,Brayden Schnur
2019.07.01,London,Outdoor,Grass,122,109,32,32,193,175,0,1,2,0,R,R,202,152,2/11,5/7,0,0,166/202,91/125,"$7,597,772","$4,436,940",Jan-Lennard Struff,Radu Albot
2019.07.01,London,Outdoor,Grass,12,75,25,32,196,183,5,1,2,0,R,R,179,183,28/12,8/18,1,0,112/90,160/212,"$7,367,623","$7,697,271",Hubert Hurkacz,Dusan Lajovic
2019.07.01,London,Outdoor,Grass,69,769,27,30,188,183,2,0,2,0,R,R,181,172,14/16,0/0,0,0,89/98,11/25,"$3,698,136","$1,314,595",Laslo Djere,Guido Andreozzi
2019.07.01,London,Outdoor,Grass,497,63,27,25,188,183,2,0,1,0,R,R,183,168,0/0,12/14,0,0,117/115,55/81,"$5,765,703","$2,741,436",Kyle Edmund,Jaume Munar
2019.07.01,London,Outdoor,Grass,107,21,32,23,175,185,0,1,1,3,R,L,170,165,7/7,17/15,0,0,128/148,151/125,"$4,631,891","$9,303,108",Ricardas Berankis,Denis Shapovalov
2019.07.01,London,Outdoor,Grass,92,170,33,28,196,180,3,1,2,0,R,R,176,154,3/17,4/5,0,0,240/286,35/50,"$9,836,848","$2,101,811",Benoit Paire,Juan Ignacio Londero
2019.07.01,London,Outdoor,Grass,210,64,28,36,185,183,5,15,5,1,R,R,185,174,3/6,14/11,0,0,139/128,576/357,"$8,105,164","$19,538,187",Lucas Pouille,Richard Gasquet
2019.07.01,London,Outdoor,Grass,204,326,32,31,183,191,1,0,1,0,L,R,174,195,0/0,0/2,0,0,119/138,66/91,"$5,731,930","$2,676,041",Guido Pella,Marius Copil
2019.07.01,London,Outdoor,Grass,24,147,23,29,183,185,5,3,3,3,R,R,152,171,28/16,2/6,0,0,137/99,65/111,"$7,228,398","$4,438,907",Alex de Minaur,Marco Cecchinato
2019.07.01,London,Outdoor,Grass,14,539,29,34,170,188,4,0,1,0,R,R,141,176,26/16,0/1,0,0,232/182,79/128,"$12,477,487","$4,293,922",Diego Schwartzman,Matthew Ebden
2019.07.01,London,Outdoor,Grass,19,93,34,33,183,188,10,1,5,0,R,R,165,183,23/10,2/10,1,0,359/215,74/95,"$16,083,239","$3,598,235",Roberto Bautista Agut,Peter Gojowczyk
2019.07.01,London,Outdoor,Grass,290,390,37,34,183,183,16,0,2,0,R,L,179,165,3/6,0/0,0,0,536/315,30/61,"$35,058,754","$2,231,442",Stan Wawrinka,Ruben Bemelmans
2019.07.01,London,Outdoor,Grass,67,702,31,31,180,183,6,0,1,0,R,L,154,165,22/16,0/0,1,0,314/213,13/41,"$16,255,861","$1,666,323",David Goffin,Bradley Klahn
2019.07.01,London,Outdoor,Grass,175,263,37,29,183,185,14,0,1,1,R,R,154,176,4/6,0/1,0,0,501/392,19/44,"$15,918,767","$1,919,295",Gilles Simon,Salvatore Caruso
2019.07.01,London,Outdoor,Grass,9,139,21,32,193,193,1,0,3,1,R,R,194,194,30/17,2/1,1,0,130/93,131/169,"$7,443,072","$6,845,063",Felix Auger-Aliassime,Vasek Pospisil
2019.07.01,London,Outdoor,Grass,28,1113,30,35,185,188,5,0,1,0,R,R,174,171,12/21,0/0,0,0,143/159,25/61,"$8,371,034","$1,544,846",Nikoloz Basilashvili,James Ward
2019.07.01,London,Outdoor,Grass,15,285,26,32,196,183,7,0,3,1,R,R,209,161,18/6,3/7,2,0,130/69,139/157,"$9,911,546","$5,043,225",Matteo Berrettini,Aljaz Bedene
2019.07.01,London,Outdoor,Grass,157,20,24,35,188,193,3,11,1,0,L,R,160,187,7/17,12/6,0,1,69/74,523/301,"$3,203,437","$20,890,958",Ugo Humbert,Gael Monfils
2019.07.01,London,Outdoor,Grass,576,295,31,32,196,188,8,0,1,0,R,L,216,176,0/0,0/1,0,0,372/175,10/27,"$20,218,982","$938,291",Milos Raonic,Prajnesh Gunneswaran
2019.07.01,London,Outdoor,Grass,16,80,33,34,198,180,20,1,2,1,R,L,196,174,21/13,15/16,0,0,570/319,232/278,"$30,588,972","$9,175,704",Marin Cilic,Adrian Mannarino
2019.07.01,London,Outdoor,Grass,61,29,35,24,178,188,9,1,2,0,R,R,174,190,13/13,15/14,0,0,399/352,117/133,"$17,144,018","$5,970,770",Fabio Fognini,Frances Tiafoe
2019.07.01,London,Outdoor,Grass,1,551,26,40,198,183,13,1,2,0,R,R,182,172,27/10,0/0,0,0,249/109,110/185,"$24,151,740","$5,208,086",Daniil Medvedev,Paolo Lorenzi
2019.07.01,London,Outdoor,Grass,26,77,26,24,198,180,4,1,1,0,R,R,192,159,22/16,12/16,0,0,196/152,49/48,"$11,161,554","$1,985,610",Karen Khachanov,Soonwoo Kwon
2019.07.01,London,Outdoor,Grass,22,5,37,23,208,183,16,8,1,1,R,R,238,170,17/14,31/13,0,2,474/300,150/83,"$21,433,777","$7,726,248",John Isner,Casper Ruud
2019.07.01,London,Outdoor,Grass,158,72,32,28,178,183,12,0,1,0,R,L,161,172,0/0,11/11,0,0,431/211,66/90,"$25,065,492","$2,483,692",Kei Nishikori,Thiago Monteiro
2019.07.01,London,Outdoor,Grass,223,4,33,23,173,193,0,9,1,1,R,R,154,198,0/1,42/14,0,2,27/63,230/109,"$2,429,482","$19,838,180",Thomas Fabbiano,Stefanos Tsitsipas
2019.07.01,London,Outdoor,Grass,71,2,29,25,198,198,2,19,1,0,L,R,207,198,8/10,29/10,0,0,140/163,339/150,"$5,460,875","$32,407,055",Jiri Vesely,Alexander Zverev
2019.07.01,London,Outdoor,Grass,282,274,34,28,198,185,10,17,2,3,R,R,209,174,4/9,2/7,0,0,385/329,311/173,"$13,588,615","$29,015,317",Sam Querrey,Dominic Thiem
2019.07.01,London,Outdoor,Grass,0,215,(1,31,203,188,7,0,2,0,R,R,208,165,1/5,2/3,0,0,354/253,97/123,"$17,728,382","$8,972,885",Kevin Anderson,Pierre-Hugues Herbert
2019.07.01,London,Outdoor,Grass,3,320,36,33,185,175,92,1,1,0,L,R,187,159,35/3,0/0,4,0,1063/212,55/90,"$131,338,131","$2,975,689",Rafael Nadal,Yuichi Sugita
2019.07.01,London,Outdoor,Grass,0,46,(1,25,185,193,103,0,1,0,R,R,187,176,0/0,7/14,0,0,1251/275,69/69,"$130,594,339","$3,114,801",Roger Federer,Lloyd Harris
2019.07.01,London,Outdoor,Grass,7,262,35,38,188,178,88,8,1,2,R,R,170,154,23/5,1/3,2,0,1012/204,478/387,"$158,996,253","$13,749,731",Novak Djokovic,Philipp Kohlschreiber
2019.07.01,London,Outdoor,Grass,71,225,29,36,198,180,2,6,1,1,L,R,207,173,8/10,4/7,0,0,140/163,242/224,"$5,460,875","$9,643,411",Jiri Vesely,Pablo Cuevas
2019.07.01,London,Outdoor,Grass,0,107,(1,32,188,175,18,0,1,0,R,R,205,170,2/6,7/7,0,0,467/237,128/148,"$22,458,018","$4,631,891",Jo-Wilfried Tsonga,Ricardas Berankis
2019.07.01,London,Outdoor,Grass,282,8,34,24,198,188,10,11,1,3,R,R,209,165,4/9,31/10,0,3,385/329,216/122,"$13,588,615","$12,102,889",Sam Querrey,Andrey Rublev
2019.07.01,London,Outdoor,Grass,12,0,25,35,196,191,5,2,1,1,R,R,179,176,28/12,0/0,1,0,112/90,179/197,"$7,367,623","$7,035,294",Hubert Hurkacz,Leonardo Mayer
2019.07.01,London,Outdoor,Grass,157,809,24,36,188,191,3,4,1,0,L,R,160,176,7/17,0/0,0,0,69/74,202/250,"$3,203,437","$11,983,770",Ugo Humbert,Marcel Granollers
2019.07.01,London,Outdoor,Grass,223,560,33,43,173,211,0,8,1,0,R,R,154,230,0/1,0/0,0,0,27/63,371/346,"$2,429,482","$10,160,232",Thomas Fabbiano,Ivo Karlovic
2019.07.01,London,Outdoor,Grass,122,13,32,24,193,196,0,3,1,1,R,R,202,190,2/11,29/11,0,2,166/202,160/134,"$7,597,772","$8,193,645",Jan-Lennard Struff,Taylor Fritz
2019.07.01,London,Outdoor,Grass,84,69,33,27,183,188,1,2,1,1,R,R,174,181,7/14,14/16,0,0,117/144,89/98,"$5,185,800","$3,698,136",John Millman,Laslo Djere
2019.07.01,London,Outdoor,Grass,126,497,38,27,188,188,7,2,3,0,L,R,198,183,4/7,0/0,0,0,558/438,117/115,"$18,136,660","$5,765,703",Fernando Verdasco,Kyle Edmund
2019.07.01,London,Outdoor,Grass,92,31,33,22,196,183,3,1,2,0,R,R,176,165,3/17,27/15,0,0,240/286,82/77,"$9,836,848","$3,702,937",Benoit Paire,Miomir Kecmanovic
2019.07.01,London,Outdoor,Grass,210,192,28,28,185,183,5,0,1,0,R,R,185,176,3/6,1/2,0,0,139/128,12/30,"$8,105,164","$1,607,003",Lucas Pouille,Gregoire Barrere
2019.07.01,London,Outdoor,Grass,204,173,32,38,183,191,1,3,1,0,L,R,174,172,0/0,2/5,0,0,119/138,386/422,"$5,731,930","$11,763,421",Guido Pella,Andreas Seppi
2019.07.01,London,Outdoor,Grass,85,24,32,23,188,183,4,5,2,2,R,R,190,152,11/10,28/16,0,0,190/191,137/99,"$7,628,987","$7,228,398",Steve Johnson,Alex de Minaur
2019.07.01,London,Outdoor,Grass,14,149,29,28,170,180,4,0,1,0,R,L,141,175,26/16,2/7,0,0,232/182,36/46,"$12,477,487","$2,247,470",Diego Schwartzman,Dominik Koepfer
2019.07.01,London,Outdoor,Grass,19,0,34,38,183,175,10,2,1,0,R,R,165,171,23/10,0/0,1,0,359/215,118/134,"$16,083,239","$3,445,948",Roberto Bautista Agut,Steve Darcis
2019.07.01,London,Outdoor,Grass,17,290,24,37,211,183,4,16,1,1,R,R,225,179,20/14,3/6,2,0,88/83,536/315,"$4,198,775","$35,058,754",Reilly Opelka,Stan Wawrinka
2019.07.01,London,Outdoor,Grass,67,977,31,35,180,188,6,1,2,2,R,R,154,165,22/16,0/0,1,0,314/213,297/303,"$16,255,861","$10,535,763",David Goffin,Jeremy Chardy
2019.07.01,London,Outdoor,Grass,343,175,30,37,188,183,1,14,1,2,R,R,195,154,0/3,4/6,0,0,47/75,501/392,"$3,454,806","$15,918,767",Tennys Sandgren,Gilles Simon
2019.07.01,London,Outdoor,Grass,9,112,21,23,193,175,1,0,3,0,R,L,194,156,30/17,6/6,1,0,130/93,36/50,"$7,443,072","$2,192,336",Felix Auger-Aliassime,Corentin Moutet
2019.07.01,London,Outdoor,Grass,36,28,32,30,175,185,1,5,1,1,R,R,165,174,13/16,12/21,0,0,111/121,143/159,"$5,429,957","$8,371,034",Daniel Evans,Nikoloz Basilashvili
2019.07.01,London,Outdoor,Grass,15,0,26,(1,196,178,7,4,1,0,R,R,209,181,18/6,0/0,2,0,130/69,349/274,"$9,911,546","$8,918,917",Matteo Berrettini,Marcos Baghdatis
2019.07.01,London,Outdoor,Grass,576,253,31,35,196,191,8,2,2,0,R,R,216,170,0/0,1/1,0,0,372/175,233/271,"$20,218,982","$7,781,785",Milos Raonic,Robin Haase
2019.07.01,London,Outdoor,Grass,58,16,33,33,185,198,4,20,1,4,R,R,163,196,12/12,21/13,1,0,212/250,570/319,"$7,851,170","$30,588,972",Joao Sousa,Marin Cilic
2019.07.01,London,Outdoor,Grass,61,98,35,30,178,188,9,1,3,2,R,R,174,181,13/13,13/15,0,0,399/352,122/120,"$17,144,018","$5,266,060",Fabio Fognini,Marton Fucsovics
2019.07.01,London,Outdoor,Grass,1,82,26,22,198,196,13,1,3,0,R,R,182,172,27/10,3/12,0,0,249/109,40/62,"$24,151,740","$2,389,960",Daniil Medvedev,Alexei Popyrin
2019.07.01,London,Outdoor,Grass,26,246,26,40,198,188,4,7,3,1,R,L,192,194,22/16,0/9,0,0,196/152,503/484,"$11,161,554","$18,585,117",Karen Khachanov,Feliciano Lopez
2019.07.01,London,Outdoor,Grass,213,22,34,37,183,208,1,16,1,4,R,R,159,238,1/7,17/14,0,0,172/229,474/300,"$6,720,550","$21,433,777",Mikhail Kukushkin,John Isner
2019.07.01,London,Outdoor,Grass,158,11,32,26,178,188,12,4,2,0,R,L,161,181,0/0,32/16,0,2,431/211,135/101,"$25,065,492","$7,012,074",Kei Nishikori,Cameron Norrie
2019.07.01,London,Outdoor,Grass,0,0,(1,38,203,180,7,4,2,1,R,R,208,176,1/5,0/0,0,0,354/253,288/257,"$17,728,382","$8,616,024",Kevin Anderson,Janko Tipsarevic
2019.07.01,London,Outdoor,Grass,3,45,36,27,185,193,92,6,6,3,L,R,187,187,35/3,21/7,4,0,1063/212,189/110,"$131,338,131","$11,194,480",Rafael Nadal,Nick Kyrgios
2019.07.01,London,Outdoor,Grass,0,177,(1,23,185,183,103,0,1,0,R,R,187,184,0/0,0/3,0,0,1251/275,2/11,"$130,594,339","$745,386",Roger Federer,Jay Clarke
2019.07.01,London,Outdoor,Grass,7,83,35,29,188,180,88,0,3,0,R,R,170,175,23/5,4/11,2,0,1012/204,65/119,"$158,996,253","$3,999,705",Novak Djokovic,Denis Kudla
2019.07.01,London,Outdoor,Grass,126,223,38,33,188,173,7,0,2,0,L,R,198,154,4/7,0/1,0,0,558/438,27/63,"$18,136,660","$2,429,482",Fernando Verdasco,Thomas Fabbiano
2019.07.01,London,Outdoor,Grass,58,36,33,32,185,175,4,1,1,0,R,R,163,165,12/12,13/16,1,0,212/250,111/121,"$7,851,170","$5,429,957",Joao Sousa,Daniel Evans
2019.07.01,London,Outdoor,Grass,282,84,34,33,198,183,10,1,1,0,R,R,209,174,4/9,7/14,0,0,385/329,117/144,"$13,588,615","$5,185,800",Sam Querrey,John Millman
2019.07.01,London,Outdoor,Grass,213,122,34,32,183,193,1,0,1,2,R,R,159,202,1/7,2/11,0,0,172/229,166/202,"$6,720,550","$7,597,772",Mikhail Kukushkin,Jan-Lennard Struff
2019.07.01,London,Outdoor,Grass,92,71,33,29,196,198,3,2,2,0,R,L,176,207,3/17,8/10,0,0,240/286,140/163,"$9,836,848","$5,460,875",Benoit Paire,Jiri Vesely
2019.07.01,London,Outdoor,Grass,157,9,24,21,188,193,3,1,2,1,L,R,160,194,7/17,30/17,0,1,69/74,130/93,"$3,203,437","$7,443,072",Ugo Humbert,Felix Auger-Aliassime
2019.07.01,London,Outdoor,Grass,15,14,26,29,196,170,7,4,1,1,R,R,209,141,18/6,26/16,2,0,130/69,232/182,"$9,911,546","$12,477,487",Matteo Berrettini,Diego Schwartzman
2019.07.01,London,Outdoor,Grass,576,17,31,24,196,211,8,4,1,1,R,R,216,225,0/0,20/14,0,2,372/175,88/83,"$20,218,982","$4,198,775",Milos Raonic,Reilly Opelka
2019.07.01,London,Outdoor,Grass,343,61,30,35,188,178,1,9,2,2,R,R,195,174,0/3,13/13,0,0,47/75,399/352,"$3,454,806","$17,144,018",Tennys Sandgren,Fabio Fognini
2019.07.01,London,Outdoor,Grass,67,1,31,26,180,198,6,13,1,3,R,R,154,182,22/16,27/10,1,0,314/213,249/109,"$16,255,861","$24,151,740",David Goffin,Daniil Medvedev
2019.07.01,London,Outdoor,Grass,19,26,34,26,183,198,10,4,6,2,R,R,165,192,23/10,22/16,1,0,359/215,196/152,"$16,083,239","$11,161,554",Roberto Bautista Agut,Karen Khachanov
2019.07.01,London,Outdoor,Grass,158,85,32,32,178,188,12,4,5,0,R,R,161,190,0/0,11/10,0,0,431/211,190/191,"$25,065,492","$7,628,987",Kei Nishikori,Steve Johnson
2019.07.01,London,Outdoor,Grass,204,0,32,(1,183,203,1,7,1,0,L,R,174,208,0/0,1/5,0,0,119/138,354/253,"$5,731,930","$17,728,382",Guido Pella,Kevin Anderson
2019.07.01,London,Outdoor,Grass,3,0,36,(1,185,188,92,18,1,4,L,R,187,205,35/3,2/6,4,0,1063/212,467/237,"$131,338,131","$22,458,018",Rafael Nadal,Jo-Wilfried Tsonga
2019.07.01,London,Outdoor,Grass,0,210,(1,28,185,185,103,5,2,0,R,R,187,185,0/0,3/6,0,0,1251/275,139/128,"$130,594,339","$8,105,164",Roger Federer,Lucas Pouille
2019.07.01,London,Outdoor,Grass,7,12,35,25,188,196,88,5,4,0,R,R,170,179,23/5,28/12,2,1,1012/204,112/90,"$158,996,253","$7,367,623",Novak Djokovic,Hubert Hurkacz
2019.07.01,London,Outdoor,Grass,282,343,34,30,198,188,10,1,1,1,R,R,209,195,4/9,0/3,0,0,385/329,47/75,"$13,588,615","$3,454,806",Sam Querrey,Tennys Sandgren
2019.07.01,London,Outdoor,Grass,19,92,34,33,183,196,10,3,7,0,R,R,165,176,23/10,3/17,1,0,359/215,240/286,"$16,083,239","$9,836,848",Roberto Bautista Agut,Benoit Paire
2019.07.01,London,Outdoor,Grass,67,126,31,38,180,188,6,7,4,3,R,L,154,198,22/16,4/7,1,0,314/213,558/438,"$16,255,861","$18,136,660",David Goffin,Fernando Verdasco
2019.07.01,London,Outdoor,Grass,204,576,32,31,183,196,1,8,1,0,L,R,174,216,0/0,0/0,0,0,119/138,372/175,"$5,731,930","$20,218,982",Guido Pella,Milos Raonic
2019.07.01,London,Outdoor,Grass,158,213,32,34,178,183,12,1,9,0,R,R,161,159,0/0,1/7,0,0,431/211,172/229,"$25,065,492","$6,720,550",Kei Nishikori,Mikhail Kukushkin
2019.07.01,London,Outdoor,Grass,3,58,36,33,185,185,92,4,3,0,L,R,187,163,35/3,12/12,4,1,1063/212,212/250,"$131,338,131","$7,851,170",Rafael Nadal,Joao Sousa
2019.07.01,London,Outdoor,Grass,0,15,(1,26,185,196,103,7,2,0,R,R,187,209,0/0,18/6,0,2,1251/275,130/69,"$130,594,339","$9,911,546",Roger Federer,Matteo Berrettini
2019.07.01,London,Outdoor,Grass,7,157,35,24,188,188,88,3,1,0,R,L,170,160,23/5,7/17,2,0,1012/204,69/74,"$158,996,253","$3,203,437",Novak Djokovic,Ugo Humbert
2019.07.01,London,Outdoor,Grass,19,204,34,32,183,183,10,1,4,0,R,L,165,174,23/10,0/0,1,0,359/215,119/138,"$16,083,239","$5,731,930",Roberto Bautista Agut,Guido Pella
2019.07.01,London,Outdoor,Grass,3,282,36,34,185,198,92,10,5,1,L,R,187,209,35/3,4/9,4,0,1063/212,385/329,"$131,338,131","$13,588,615",Rafael Nadal,Sam Querrey
2019.07.01,London,Outdoor,Grass,0,158,(1,32,185,178,103,12,8,3,R,R,187,161,0/0,0/0,0,0,1251/275,431/211,"$130,594,339","$25,065,492",Roger Federer,Kei Nishikori
2019.07.01,London,Outdoor,Grass,7,67,35,31,188,180,88,6,7,1,R,R,170,154,23/5,22/16,2,1,1012/204,314/213,"$158,996,253","$16,255,861",Novak Djokovic,David Goffin
2019.07.01,London,Outdoor,Grass,0,3,(1,36,185,185,103,92,1,2,R,L,187,187,0/0,35/3,0,4,1251/275,1063/212,"$130,594,339","$131,338,131",Roger Federer,Rafael Nadal
2019.07.01,London,Outdoor,Grass,7,19,35,34,188,183,88,10,9,3,R,R,170,165,23/5,23/10,2,1,1012/204,359/215,"$158,996,253","$16,083,239",Novak Djokovic,Roberto Bautista Agut
2019.07.01,London,Outdoor,Grass,7,0,35,(1,188,185,88,103,2,2,R,R,170,187,23/5,0/0,2,0,1012/204,1251/275,"$158,996,253","$130,594,339",Novak Djokovic,Roger Federer
2019.07.14,Newport,Outdoor,Grass,858,135,34,28,175,188,0,0,0,0,R,R,160,180,0/0,3/5,0,0,43/85,6/16,"$2,067,979","$1,083,859",Tim Smyczek,Mitchell Krueger
2019.07.14,Newport,Outdoor,Grass,529,0,26,35,175,185,0,0,0,0,R,R,155,176,0/0,0/0,0,0,8/21,11/11,"$805,480","$478,456",Noah Rubin,Amir Weintraub
2019.07.14,Newport,Outdoor,Grass,1450,0,36,22,193,185,3,0,0,0,R,L,189,168,0/0,0/0,0,0,294/273,0/0,"$9,265,938","$3,962",Viktor Troicki,Karl Poling
2019.07.14,Newport,Outdoor,Grass,320,79,33,25,175,191,1,0,1,0,R,R,159,187,0/0,3/5,0,0,55/90,9/29,"$2,975,689","$1,620,974",Yuichi Sugita,Quentin Halys
2019.07.14,Newport,Outdoor,Grass,1108,479,33,34,188,180,0,0,1,0,L,R,185,165,0/0,0/0,0,0,5/22,36/66,"$1,566,128","$1,766,191",John-Patrick Smith,Tatsuma Ito
2019.07.14,Newport,Outdoor,Grass,196,33,27,25,188,198,0,1,0,0,R,R,178,185,2/1,19/16,0,1,24/32,26/23,"$1,068,221","$1,433,057",Ramkumar Ramanathan,Maxime Cressy
2019.07.14,Newport,Outdoor,Grass,416,251,29,27,183,191,0,0,0,0,L,R,185,190,0/3,0/0,0,0,13/26,0/1,"$1,392,059","$353,019",Alex Bolt,Evgeny Karlovskiy
2019.07.14,Newport,Outdoor,Grass,184,552,28,27,183,188,0,0,0,0,R,R,175,179,0/1,0/0,0,0,22/39,0/6,"$1,562,054","$448,763",Bjorn Fratangelo,Thai-Son Kwiatkowski
2019.07.14,Newport,Outdoor,Grass,858,1108,34,33,175,188,0,0,0,0,R,L,160,185,0/0,0/0,0,0,43/85,5/22,"$2,067,979","$1,566,128",Tim Smyczek,John-Patrick Smith
2019.07.14,Newport,Outdoor,Grass,196,320,27,33,188,175,0,1,0,0,R,R,178,159,2/1,0/0,0,0,24/32,55/90,"$1,068,221","$2,975,689",Ramkumar Ramanathan,Yuichi Sugita
2019.07.14,Newport,Outdoor,Grass,416,529,29,26,183,175,0,0,0,0,L,R,185,155,0/3,0/0,0,0,13/26,8/21,"$1,392,059","$805,480",Alex Bolt,Noah Rubin
2019.07.14,Newport,Outdoor,Grass,1450,184,36,28,193,183,3,0,0,0,R,R,189,175,0/0,0/1,0,0,294/273,22/39,"$9,265,938","$1,562,054",Viktor Troicki,Bjorn Fratangelo
2019.07.14,Newport,Outdoor,Grass,920,858,34,34,191,175,1,0,3,0,L,R,195,160,0/0,0/0,0,0,133/199,43/85,"$5,737,833","$2,067,979",Mischa Zverev,Tim Smyczek
2019.07.14,Newport,Outdoor,Grass,1450,339,36,33,193,180,3,0,1,0,R,R,189,152,0/0,0/0,0,0,294/273,11/22,"$9,265,938","$1,072,466",Viktor Troicki,Jason Jung
2019.07.14,Newport,Outdoor,Grass,343,449,30,35,188,185,1,2,1,0,R,R,195,189,0/3,1/1,0,0,47/75,230/266,"$3,454,806","$6,319,460",Tennys Sandgren,Denis Istomin
2019.07.14,Newport,Outdoor,Grass,196,514,27,36,188,193,0,4,1,0,R,R,178,176,2/1,0/0,0,0,24/32,177/215,"$1,068,221","$5,606,768",Ramkumar Ramanathan,Sergiy Stakhovsky
2019.07.14,Newport,Outdoor,Grass,89,278,26,24,180,193,0,0,1,0,R,R,173,185,12/11,1/1,0,0,25/37,1/3,"$1,792,016","$190,594",Kamil Majchrzak,Alastair Gray
2019.07.14,Newport,Outdoor,Grass,53,518,28,29,191,196,1,4,1,0,R,R,189,201,12/14,0/0,0,0,70/64,186/182,"$2,240,209","$6,291,443",Ilya Ivashka,Bernard Tomic
2019.07.14,Newport,Outdoor,Grass,809,295,36,32,191,188,4,0,1,0,R,L,176,176,0/0,0/1,0,0,202/250,10/27,"$11,983,770","$938,291",Marcel Granollers,Prajnesh Gunneswaran
2019.07.14,Newport,Outdoor,Grass,539,374,34,27,188,193,0,0,1,0,R,R,176,186,0/1,0/1,0,0,79/128,4/19,"$4,293,922","$874,128",Matthew Ebden,Brayden Schnur
2019.07.14,Newport,Outdoor,Grass,83,702,29,31,180,183,0,0,1,0,R,L,175,165,4/11,0/0,0,0,65/119,13/41,"$3,999,705","$1,666,323",Denis Kudla,Bradley Klahn
2019.07.14,Newport,Outdoor,Grass,39,416,25,29,196,183,1,0,1,0,R,L,180,185,22/18,0/3,1,0,92/88,13/26,"$3,901,007","$1,392,059",Alexander Bublik,Alex Bolt
2019.07.14,Newport,Outdoor,Grass,769,560,30,43,183,211,0,8,1,0,R,R,172,230,0/0,0/0,0,0,11/25,371/346,"$1,314,595","$10,160,232",Guido Andreozzi,Ivo Karlovic
2019.07.14,Newport,Outdoor,Grass,153,85,26,32,201,188,0,4,1,0,R,R,180,190,2/3,11/10,0,0,7/20,190/191,"$975,573","$7,628,987",Christopher Eubanks,Steve Johnson
2019.07.14,Newport,Outdoor,Grass,157,0,24,(),188,,3,0,0,0,L,U,160,kg,7/17,0/212,0,0,69/74,0/13739,"$3,203,437",,Ugo Humbert, Bye
2019.07.14,Newport,Outdoor,Grass,95,0,28,(),183,,0,0,0,0,R,U,181,kg,8/14,0/212,0,0,83/109,0/13739,"$4,027,008",,Jordan Thompson, Bye
