Date,Tournament,Court,Surface,Wrank,Lrank,Wage,Lage,Wheight,Lheight,Wtitles,Ltitles,Wh2h,Lh2h,winner_hand,loser_hand,winner_weight,loser_weight,winner_YTD_Won_Lost,loser_YTD_Won_Lost,winner_YTD_Titles,loser_YTD_Titles,winner_CAREER_W_L,loser_CAREER_W_L,winner_Career_Prize_Money,loser_Career_Prize_Money,Winner,Loser
2019.07.14,Newport,Outdoor,Grass,80,0,34,(),180,,1,0,0,0,L,U,174,kg,15/16,0/212,0,0,232/278,0/13739,"$9,175,704",,Adrian Mannarino, Bye
2019.07.14,Newport,Outdoor,Grass,22,0,37,(),208,,16,0,0,0,R,U,238,kg,17/14,0/212,0,0,474/300,0/13739,"$21,433,777",,John Isner, Bye
2019.07.14,Newport,Outdoor,Grass,920,769,34,30,191,183,1,0,1,0,L,R,195,172,0/0,0/0,0,0,133/199,11/25,"$5,737,833","$1,314,595",Mischa Zverev,Guido Andreozzi
2019.07.14,Newport,Outdoor,Grass,53,153,28,26,191,201,1,0,1,0,R,R,189,180,12/14,2/3,0,0,70/64,7/20,"$2,240,209","$975,573",Ilya Ivashka,Christopher Eubanks
2019.07.14,Newport,Outdoor,Grass,539,83,34,29,188,180,0,0,1,0,R,R,176,175,0/1,4/11,0,0,79/128,65/119,"$4,293,922","$3,999,705",Matthew Ebden,Denis Kudla
2019.07.14,Newport,Outdoor,Grass,39,1450,25,36,196,193,1,3,1,0,R,R,180,189,22/18,0/0,1,0,92/88,294/273,"$3,901,007","$9,265,938",Alexander Bublik,Viktor Troicki
2019.07.14,Newport,Outdoor,Grass,157,196,24,27,188,188,3,0,1,0,L,R,160,178,7/17,2/1,0,0,69/74,24/32,"$3,203,437","$1,068,221",Ugo Humbert,Ramkumar Ramanathan
2019.07.14,Newport,Outdoor,Grass,809,95,36,28,191,183,4,0,1,1,R,R,176,181,0/0,8/14,0,0,202/250,83/109,"$11,983,770","$4,027,008",Marcel Granollers,Jordan Thompson
2019.07.14,Newport,Outdoor,Grass,343,80,30,34,188,180,1,1,1,1,R,L,195,174,0/3,15/16,0,0,47/75,232/278,"$3,454,806","$9,175,704",Tennys Sandgren,Adrian Mannarino
2019.07.14,Newport,Outdoor,Grass,22,89,37,26,208,180,16,0,1,0,R,R,238,173,17/14,12/11,0,0,474/300,25/37,"$21,433,777","$1,792,016",John Isner,Kamil Majchrzak
2019.07.14,Newport,Outdoor,Grass,809,920,36,34,191,191,4,1,3,1,R,L,176,195,0/0,0/0,0,0,202/250,133/199,"$11,983,770","$5,737,833",Marcel Granollers,Mischa Zverev
2019.07.14,Newport,Outdoor,Grass,39,343,25,30,196,188,1,1,2,0,R,R,180,195,22/18,0/3,1,0,92/88,47/75,"$3,901,007","$3,454,806",Alexander Bublik,Tennys Sandgren
2019.07.14,Newport,Outdoor,Grass,157,53,24,28,188,191,3,1,1,0,L,R,160,189,7/17,12/14,0,0,69/74,70/64,"$3,203,437","$2,240,209",Ugo Humbert,Ilya Ivashka
2019.07.14,Newport,Outdoor,Grass,22,539,37,34,208,188,16,0,5,1,R,R,238,176,17/14,0/1,0,0,474/300,79/128,"$21,433,777","$4,293,922",John Isner,Matthew Ebden
2019.07.14,Newport,Outdoor,Grass,39,809,25,36,196,191,1,4,1,0,R,R,180,176,22/18,0/0,1,0,92/88,202/250,"$3,901,007","$11,983,770",Alexander Bublik,Marcel Granollers
2019.07.14,Newport,Outdoor,Grass,22,157,37,24,208,188,16,3,1,1,R,L,238,160,17/14,7/17,0,0,474/300,69/74,"$21,433,777","$3,203,437",John Isner,Ugo Humbert
2019.07.14,Newport,Outdoor,Grass,22,39,37,25,208,196,16,1,1,0,R,R,238,180,17/14,22/18,0,1,474/300,92/88,"$21,433,777","$3,901,007",John Isner,Alexander Bublik
2019.07.15,Bastad,Outdoor,Clay,271,820,30,35,193,185,0,0,0,0,L,R,193,156,0/1,0/0,0,0,10/10,1/2,"$387,622","$521,947",Roberto Quiroz,Yannick Mertens
2019.07.15,Bastad,Outdoor,Clay,379,99,31,26,175,196,0,0,0,0,R,L,160,189,0/3,1/3,0,0,2/12,7/11,"$936,926","$521,289",Steven Diez,Marc-Andrea Huesler
2019.07.15,Bastad,Outdoor,Clay,304,679,29,24,178,191,"$534,139","$111,510",0,0,R,R,152,198,0,0,2/4,0/0,0,0,2019,Outdoor Clay,Alexey Vatutin,Julian Ocleppo
2019.07.15,Bastad,Outdoor,Clay,119,0,30,20,180,,0,0,0,0,R,U,170,kg,0/0,0/0,0,0,1/6,0/0,"$686,435","$2,478",Constant Lestienne,John Hallquist Lithen
2019.07.15,Bastad,Outdoor,Clay,81,178,25,29,183,191,0,0,0,0,R,R,174,170,6/9,1/1,0,0,12/22,2/9,"$1,059,368","$535,695",Bernabe Zapata Miralles,Filip Horansky
2019.07.15,Bastad,Outdoor,Clay,0,577,29,32,178,188,"$594,280","$230,264",0,0,R,R,170,176,0,0,1/16,6/13,0,0,2019,Outdoor Clay,Facundo Arguello,Markus Eriksson
2019.07.15,Bastad,Outdoor,Clay,0,313,30,28,183,,0,0,0,0,R,R,171,154,0/1,0/0,0,0,13/20,9/7,"$350,010","$490,519",Laurynas Grigelis,Joao Domingues
2019.07.15,Bastad,Outdoor,Clay,23,0,31,25,188,188,6,0,0,0,R,R,172,176,21/16,0/0,0,0,251/200,1/1,"$13,678,168","$35,801",Pablo Carreno Busta,Carl Soderlund
2019.07.15,Bastad,Outdoor,Clay,81,304,25,29,183,178,0,0,0,0,R,R,174,152,6/9,0/0,0,0,12/22,2/4,"$1,059,368","$534,139",Bernabe Zapata Miralles,Alexey Vatutin
2019.07.15,Bastad,Outdoor,Clay,119,0,30,30,180,183,0,0,0,0,R,R,170,171,0/0,0/1,0,0,1/6,13/20,"$686,435","$350,010",Constant Lestienne,Laurynas Grigelis
2019.07.15,Bastad,Outdoor,Clay,0,379,29,31,178,175,0,0,0,0,R,R,170,160,0/0,0/3,0,0,1/16,2/12,"$594,280","$936,926",Facundo Arguello,Steven Diez
2019.07.15,Bastad,Outdoor,Clay,23,271,31,30,188,193,6,0,0,0,R,L,172,193,21/16,0/1,0,0,251/200,10/10,"$13,678,168","$387,622",Pablo Carreno Busta,Roberto Quiroz
2019.07.15,Bastad,Outdoor,Clay,91,35,23,23,183,183,0,0,1,1,R,R,165,176,8/8,16/18,0,0,48/55,59/61,"$1,902,096","$3,085,619",Mikael Ymer,Alejandro Davidovich Fokina
2019.07.15,Bastad,Outdoor,Clay,131,72,26,28,185,183,0,0,1,1,R,L,171,172,8/5,11/11,0,0,32/60,66/90,"$1,432,926","$2,483,692",Elias Ymer,Thiago Monteiro
2019.07.15,Bastad,Outdoor,Clay,40,119,34,30,188,180,4,0,1,0,L,R,168,170,15/16,0/0,1,0,256/285,1/6,"$9,448,129","$686,435",Albert Ramos-Vinolas,Constant Lestienne
2019.07.15,Bastad,Outdoor,Clay,154,0,28,38,183,175,0,2,1,0,R,R,178,171,2/4,0/0,0,0,26/49,118/134,"$1,636,709","$3,445,948",Dennis Novak,Steve Darcis
2019.07.15,Bastad,Outdoor,Clay,74,375,29,33,180,191,0,6,1,0,R,R,165,187,5/11,2/0,0,0,33/47,247/239,"$1,554,024","$7,649,959",Hugo Dellien,Ernests Gulbis
2019.07.15,Bastad,Outdoor,Clay,125,81,31,25,193,183,2,0,1,0,L,R,198,174,9/19,6/9,0,0,162/196,12/22,"$5,904,021","$1,059,368",Federico Delbonis,Bernabe Zapata Miralles
2019.07.15,Bastad,Outdoor,Clay,977,23,35,31,188,188,1,6,4,2,R,R,165,172,0/0,21/16,0,0,297/303,251/200,"$10,535,763","$13,678,168",Jeremy Chardy,Pablo Carreno Busta
2019.07.15,Bastad,Outdoor,Clay,88,63,29,25,183,183,1,0,2,0,R,R,170,168,5/13,12/14,0,0,68/91,55/81,"$3,099,905","$2,741,436",Roberto Carballes Baena,Jaume Munar
2019.07.15,Bastad,Outdoor,Clay,58,186,33,29,185,183,4,0,2,0,R,R,163,181,12/12,0/2,1,0,212/250,22/44,"$7,851,170","$1,478,946",Joao Sousa,Jozef Kovalik
2019.07.15,Bastad,Outdoor,Clay,185,5,30,23,175,183,3,8,1,0,R,R,150,170,4/4,31/13,0,2,124/136,150/83,"$4,662,152","$7,726,248",Damir Dzumhur,Casper Ruud
2019.07.15,Bastad,Outdoor,Clay,170,0,28,29,180,178,1,0,1,0,R,R,154,170,4/5,0/0,0,0,35/50,1/16,"$2,101,811","$594,280",Juan Ignacio Londero,Facundo Arguello
2019.07.15,Bastad,Outdoor,Clay,118,108,26,30,198,185,1,0,1,0,R,R,198,172,1/3,5/10,0,0,53/62,51/70,"$2,282,706","$2,204,392",Nicolas Jarry,Henri Laaksonen
2019.07.15,Bastad,Outdoor,Clay,64,0,36,(),183,,15,0,0,0,R,U,174,kg,14/11,0/212,0,0,576/357,0/13739,"$19,538,187",,Richard Gasquet, Bye
2019.07.15,Bastad,Outdoor,Clay,225,0,36,(),180,,6,0,0,0,R,U,173,kg,4/7,0/212,0,0,242/224,0/13739,"$9,643,411",,Pablo Cuevas, Bye
2019.07.15,Bastad,Outdoor,Clay,126,0,38,(),188,,7,0,0,0,L,U,198,kg,4/7,0/212,0,0,558/438,0/13739,"$18,136,660",,Fernando Verdasco, Bye
2019.07.15,Bastad,Outdoor,Clay,70,0,26,(),185,,5,0,0,0,R,U,187,kg,16/16,0/212,0,0,97/86,0/13739,"$4,824,894",,Cristian Garin, Bye
2019.07.15,Bastad,Outdoor,Clay,88,185,29,30,183,175,1,3,1,0,R,R,170,150,5/13,4/4,0,0,68/91,124/136,"$3,099,905","$4,662,152",Roberto Carballes Baena,Damir Dzumhur
2019.07.15,Bastad,Outdoor,Clay,58,131,33,26,185,185,4,0,4,1,R,R,163,171,12/12,8/5,1,0,212/250,32/60,"$7,851,170","$1,432,926",Joao Sousa,Elias Ymer
2019.07.15,Bastad,Outdoor,Clay,170,74,28,29,180,180,1,0,1,1,R,R,154,165,4/5,5/11,0,0,35/50,33/47,"$2,101,811","$1,554,024",Juan Ignacio Londero,Hugo Dellien
2019.07.15,Bastad,Outdoor,Clay,118,91,26,23,198,183,1,0,1,0,R,R,198,165,1/3,8/8,0,0,53/62,48/55,"$2,282,706","$1,902,096",Nicolas Jarry,Mikael Ymer
2019.07.15,Bastad,Outdoor,Clay,64,154,36,28,183,183,15,0,1,0,R,R,174,178,14/11,2/4,0,0,576/357,26/49,"$19,538,187","$1,636,709",Richard Gasquet,Dennis Novak
2019.07.15,Bastad,Outdoor,Clay,125,225,31,36,193,180,2,6,2,3,L,R,198,173,9/19,4/7,0,0,162/196,242/224,"$5,904,021","$9,643,411",Federico Delbonis,Pablo Cuevas
2019.07.15,Bastad,Outdoor,Clay,40,126,34,38,188,188,4,7,6,5,L,L,168,198,15/16,4/7,1,0,256/285,558/438,"$9,448,129","$18,136,660",Albert Ramos-Vinolas,Fernando Verdasco
2019.07.15,Bastad,Outdoor,Clay,977,70,35,26,188,185,1,5,3,2,R,R,165,187,0/0,16/16,0,0,297/303,97/86,"$10,535,763","$4,824,894",Jeremy Chardy,Cristian Garin
2019.07.15,Bastad,Outdoor,Clay,40,88,34,29,188,183,4,1,4,2,L,R,168,170,15/16,5/13,1,0,256/285,68/91,"$9,448,129","$3,099,905",Albert Ramos-Vinolas,Roberto Carballes Baena
2019.07.15,Bastad,Outdoor,Clay,125,58,31,33,193,185,2,4,4,4,L,R,198,163,9/19,12/12,0,1,162/196,212/250,"$5,904,021","$7,851,170",Federico Delbonis,Joao Sousa
2019.07.15,Bastad,Outdoor,Clay,118,977,26,35,198,188,1,1,1,2,R,R,198,165,1/3,0/0,0,0,53/62,297/303,"$2,282,706","$10,535,763",Nicolas Jarry,Jeremy Chardy
2019.07.15,Bastad,Outdoor,Clay,170,64,28,36,180,183,1,15,2,2,R,R,154,174,4/5,14/11,0,0,35/50,576/357,"$2,101,811","$19,538,187",Juan Ignacio Londero,Richard Gasquet
2019.07.15,Bastad,Outdoor,Clay,170,40,28,34,180,188,1,4,1,3,R,L,154,168,4/5,15/16,0,1,35/50,256/285,"$2,101,811","$9,448,129",Juan Ignacio Londero,Albert Ramos-Vinolas
2019.07.15,Bastad,Outdoor,Clay,118,125,26,31,198,193,1,2,1,0,R,L,198,198,1/3,9/19,0,0,53/62,162/196,"$2,282,706","$5,904,021",Nicolas Jarry,Federico Delbonis
2019.07.15,Bastad,Outdoor,Clay,118,170,26,28,198,180,1,1,1,1,R,R,198,154,1/3,4/5,0,0,53/62,35/50,"$2,282,706","$2,101,811",Nicolas Jarry,Juan Ignacio Londero
2019.07.15,Umag,Outdoor,Clay,611,2019,33,21,180,,0,0,0,0,R,R,172,kg,0/2,0/0,0,0,28/26,0/0,"$946,784","$13,061",Attila Balazs,Admir Kalender
2019.07.15,Umag,Outdoor,Clay,56,0,23,(1,188,183,0,2,0,0,R,R,176,178,5/17,0/0,0,0,17/32,134/193,"$1,053,085","$4,253,764",Daniel Altmaier,Carlos Berlocq
2019.07.15,Umag,Outdoor,Clay,575,294,27,23,196,178,0,0,0,0,R,L,198,154,0/0,0/0,0,0,1/2,0/0,"$515,552","$168,108",Stefano Napolitano,Javier Barranco Cosano
2019.07.15,Umag,Outdoor,Clay,1007,234,40,34,180,185,12,0,0,0,R,R,165,174,0/1,0/0,0,0,533/358,1/2,"$13,467,681","$333,444",Tommy Robredo,Miljan Zekic
2019.07.15,Umag,Outdoor,Clay,229,1161,32,30,178,178,0,0,0,0,R,L,176,173,0/1,0/0,0,0,13/18,0/0,"$1,387,412","$92,670",Marco Trungelliti,Alexander Zhurbin
2019.07.15,Umag,Outdoor,Clay,1512,502,34,26,185,180,0,0,0,0,R,R,185,176,0/0,0/0,0,0,0/2,0/3,"$253,068","$318,911",Peter Torebko,Filippo Baldi
2019.07.15,Umag,Outdoor,Clay,483,1042,21,30,185,191,0,0,0,0,R,R,165,183,0/0,0/0,0,0,4/10,0/0,"$429,807","$87,728",Rudolf Molleker,Fabrizio Ornago
2019.07.15,Umag,Outdoor,Clay,263,1512,29,28,185,173,0,0,0,0,R,L,176,154,0/1,0/0,0,0,19/44,1/3,"$1,919,295","$56,835",Salvatore Caruso,Nik Razborsek
2019.07.15,Umag,Outdoor,Clay,1512,56,34,23,185,188,0,0,0,0,R,R,185,176,0/0,5/17,0,0,0/2,17/32,"$253,068","$1,053,085",Peter Torebko,Daniel Altmaier
2019.07.15,Umag,Outdoor,Clay,229,575,32,27,178,196,0,0,0,0,R,R,176,198,0/1,0/0,0,0,13/18,1/2,"$1,387,412","$515,552",Marco Trungelliti,Stefano Napolitano
2019.07.15,Umag,Outdoor,Clay,611,483,33,21,180,185,0,0,0,0,R,R,172,165,0/2,0/0,0,0,28/26,4/10,"$946,784","$429,807",Attila Balazs,Rudolf Molleker
2019.07.15,Umag,Outdoor,Clay,263,1007,29,40,185,180,0,12,0,0,R,R,176,165,0/1,0/1,0,0,19/44,533/358,"$1,919,295","$13,467,681",Salvatore Caruso,Tommy Robredo
2019.07.15,Umag,Outdoor,Clay,71,202,29,31,198,180,2,0,1,1,L,L,207,154,8/10,1/1,0,0,140/163,32/50,"$5,460,875","$1,541,967",Jiri Vesely,Cedrik-Marcel Stebe
2019.07.15,Umag,Outdoor,Clay,136,223,30,33,185,173,0,0,1,0,R,R,176,154,3/6,0/1,0,0,30/54,27/63,"$2,118,427","$2,429,482",Stefano Travaglia,Thomas Fabbiano
2019.07.15,Umag,Outdoor,Clay,10,396,20,34,188,180,5,0,1,0,R,R,167,154,31/9,0/1,0,0,110/52,18/32,"$5,667,668","$1,056,080",Jannik Sinner,Pedro Sousa
2019.07.15,Umag,Outdoor,Clay,171,229,25,32,191,178,0,0,1,0,R,R,187,176,0/0,0/1,0,0,2/7,13/18,"$370,571","$1,387,412",Nino Serdarusic,Marco Trungelliti
2019.07.15,Umag,Outdoor,Clay,8,253,24,35,188,191,11,2,4,1,R,R,165,170,31/10,1/1,3,0,216/122,233/271,"$12,102,889","$7,781,785",Andrey Rublev,Robin Haase
2019.07.15,Umag,Outdoor,Clay,551,1512,40,34,183,185,1,0,1,0,R,R,172,185,0/0,0/0,0,0,110/185,0/2,"$5,208,086","$253,068",Paolo Lorenzi,Peter Torebko
2019.07.15,Umag,Outdoor,Clay,263,112,29,23,185,175,0,0,1,1,R,L,176,156,0/1,6/6,0,0,19/44,36/50,"$1,919,295","$2,192,336",Salvatore Caruso,Corentin Moutet
2019.07.15,Umag,Outdoor,Clay,611,1325,33,31,180,193,0,0,1,0,R,R,172,194,0/2,0/0,0,0,28/26,3/6,"$946,784","$386,886",Attila Balazs,Viktor Galovic
2019.07.15,Umag,Outdoor,Clay,0,94,35,36,191,180,2,4,3,3,R,R,176,176,0/0,7/11,0,0,179/197,161/236,"$7,035,294","$6,931,384",Leonardo Mayer,Pablo Andujar
2019.07.15,Umag,Outdoor,Clay,121,0,32,33,183,191,0,6,1,0,L,L,180,187,4/12,0/0,0,0,34/71,149/153,"$2,430,669","$5,524,410",Facundo Bagnis,Martin Klizan
2019.07.15,Umag,Outdoor,Clay,43,102,30,29,185,191,0,1,2,0,R,R,165,185,17/13,8/11,0,0,118/115,62/101,"$5,670,895","$2,803,802",Filip Krajinovic,Taro Daniel
2019.07.15,Umag,Outdoor,Clay,285,147,32,29,183,185,0,3,3,2,R,R,161,171,3/7,2/6,0,0,139/157,65/111,"$5,043,225","$4,438,907",Aljaz Bedene,Marco Cecchinato
2019.07.15,Umag,Outdoor,Clay,75,0,32,(),183,,1,0,0,0,R,U,183,kg,8/18,0/212,0,0,160/212,0/13739,"$7,697,271",,Dusan Lajovic, Bye
2019.07.15,Umag,Outdoor,Clay,69,0,27,(),188,,2,0,0,0,R,U,181,kg,14/16,0/212,0,0,89/98,0/13739,"$3,698,136",,Laslo Djere, Bye
2019.07.15,Umag,Outdoor,Clay,183,0,25,(),188,,2,0,0,0,R,U,187,kg,2/6,0/212,0,0,170/149,0/13739,"$8,749,826",,Borna Coric, Bye
2019.07.15,Umag,Outdoor,Clay,61,0,35,(),178,,9,0,0,0,R,U,174,kg,13/13,0/212,0,0,399/352,0/13739,"$17,144,018",,Fabio Fognini, Bye
2019.07.15,Umag,Outdoor,Clay,285,10,32,20,183,188,0,5,2,1,R,R,161,167,3/7,31/9,0,0,139/157,110/52,"$5,043,225","$5,667,668",Aljaz Bedene,Jannik Sinner
2019.07.15,Umag,Outdoor,Clay,121,171,32,25,183,191,0,0,1,0,L,R,180,187,4/12,0/0,0,0,34/71,2/7,"$2,430,669","$370,571",Facundo Bagnis,Nino Serdarusic
2019.07.15,Umag,Outdoor,Clay,0,71,35,29,191,198,2,2,7,1,R,L,176,207,0/0,8/10,0,0,179/197,140/163,"$7,035,294","$5,460,875",Leonardo Mayer,Jiri Vesely
2019.07.15,Umag,Outdoor,Clay,611,43,33,30,180,185,0,0,1,0,R,R,172,165,0/2,17/13,0,0,28/26,118/115,"$946,784","$5,670,895",Attila Balazs,Filip Krajinovic
2019.07.15,Umag,Outdoor,Clay,75,8,32,24,183,188,1,11,1,0,R,R,183,165,8/18,31/10,0,3,160/212,216/122,"$7,697,271","$12,102,889",Dusan Lajovic,Andrey Rublev
2019.07.15,Umag,Outdoor,Clay,69,551,27,40,188,183,2,1,4,1,R,R,181,172,14/16,0/0,0,0,89/98,110/185,"$3,698,136","$5,208,086",Laslo Djere,Paolo Lorenzi
2019.07.15,Umag,Outdoor,Clay,263,183,29,25,185,188,0,2,1,0,R,R,176,187,0/1,2/6,0,0,19/44,170/149,"$1,919,295","$8,749,826",Salvatore Caruso,Borna Coric
2019.07.15,Umag,Outdoor,Clay,136,61,30,35,185,178,0,9,2,1,R,R,176,174,3/6,13/13,0,0,30/54,399/352,"$2,118,427","$17,144,018",Stefano Travaglia,Fabio Fognini
2019.07.15,Umag,Outdoor,Clay,263,121,29,32,185,183,0,0,1,0,R,L,176,180,0/1,4/12,0,0,19/44,34/71,"$1,919,295","$2,430,669",Salvatore Caruso,Facundo Bagnis
2019.07.15,Umag,Outdoor,Clay,611,136,33,30,180,185,0,0,1,0,R,R,172,176,0/2,3/6,0,0,28/26,30/54,"$946,784","$2,118,427",Attila Balazs,Stefano Travaglia
2019.07.15,Umag,Outdoor,Clay,75,285,32,32,183,183,1,0,1,0,R,R,183,161,8/18,3/7,0,0,160/212,139/157,"$7,697,271","$5,043,225",Dusan Lajovic,Aljaz Bedene
2019.07.15,Umag,Outdoor,Clay,69,0,27,35,188,191,2,2,2,0,R,R,181,176,14/16,0/0,0,0,89/98,179/197,"$3,698,136","$7,035,294",Laslo Djere,Leonardo Mayer
2019.07.15,Umag,Outdoor,Clay,75,263,32,29,183,185,1,0,1,0,R,R,183,176,8/18,0/1,0,0,160/212,19/44,"$7,697,271","$1,919,295",Dusan Lajovic,Salvatore Caruso
2019.07.15,Umag,Outdoor,Clay,611,69,33,27,180,188,0,2,1,0,R,R,172,181,0/2,14/16,0,0,28/26,89/98,"$946,784","$3,698,136",Attila Balazs,Laslo Djere
2019.07.15,Umag,Outdoor,Clay,75,611,32,33,183,180,1,0,1,0,R,R,183,172,8/18,0/2,0,0,160/212,28/26,"$7,697,271","$946,784",Dusan Lajovic,Attila Balazs
2019.07.22,Hamburg,Outdoor,Clay,0,186,(1,29,183,183,2,0,1,0,R,R,178,181,0/0,0/2,0,0,134/193,22/44,"$4,253,764","$1,478,946",Carlos Berlocq,Jozef Kovalik
2019.07.22,Hamburg,Outdoor,Clay,312,313,29,28,188,,0,0,0,0,R,R,180,154,0/0,0/0,0,0,0/2,9/7,"$213,372","$490,519",Julian Lenz,Joao Domingues
2019.07.22,Hamburg,Outdoor,Clay,304,52,29,25,178,185,0,1,0,0,R,R,152,168,0/0,14/16,0,1,2/4,40/47,"$534,139","$2,466,327",Alexey Vatutin,Pedro Martinez
2019.07.22,Hamburg,Outdoor,Clay,565,227,24,26,178,191,0,0,0,0,R,R,152,179,0/0,0/1,0,0,6/17,10/13,"$579,874","$867,559",Sumit Nagal,Sebastian Ofner
2019.07.22,Hamburg,Outdoor,Clay,141,411,27,36,188,178,0,0,0,0,R,R,170,167,2/4,0/0,0,0,25/35,63/103,"$1,488,658","$2,572,138",Gianluca Mager,Tobias Kamke
2019.07.22,Hamburg,Outdoor,Clay,35,537,23,26,183,196,0,0,0,0,R,L,176,198,16/18,0/0,0,0,59/61,0/0,"$3,085,619","$103,842",Alejandro Davidovich Fokina,Johannes Haerteis
2019.07.22,Hamburg,Outdoor,Clay,74,211,29,27,180,183,0,0,0,0,R,R,165,172,5/11,0/0,0,0,33/47,1/5,"$1,554,024","$580,573",Hugo Dellien,Daniel Masur
2019.07.22,Hamburg,Outdoor,Clay,312,141,29,27,188,188,0,0,0,0,R,R,180,170,0/0,2/4,0,0,0/2,25/35,"$213,372","$1,488,658",Julian Lenz,Gianluca Mager
2019.07.22,Hamburg,Outdoor,Clay,565,35,24,23,178,183,0,0,0,0,R,R,152,176,0/0,16/18,0,0,6/17,59/61,"$579,874","$3,085,619",Sumit Nagal,Alejandro Davidovich Fokina
2019.07.22,Hamburg,Outdoor,Clay,74,304,29,29,180,178,0,0,0,0,R,R,165,152,5/11,0/0,0,0,33/47,2/4,"$1,554,024","$534,139",Hugo Dellien,Alexey Vatutin
2019.07.22,Hamburg,Outdoor,Clay,72,0,28,(1,183,183,0,2,0,2,L,R,172,178,11/11,0/0,0,0,66/90,134/193,"$2,483,692","$4,253,764",Thiago Monteiro,Carlos Berlocq
2019.07.22,Hamburg,Outdoor,Clay,5,253,23,35,183,191,8,2,1,1,R,R,170,170,31/13,1/1,2,0,150/83,233/271,"$7,726,248","$7,781,785",Casper Ruud,Robin Haase
2019.07.22,Hamburg,Outdoor,Clay,483,0,21,35,185,191,0,2,1,0,R,R,165,176,0/0,0/0,0,0,4/10,179/197,"$429,807","$7,035,294",Rudolf Molleker,Leonardo Mayer
2019.07.22,Hamburg,Outdoor,Clay,170,35,28,23,180,183,1,0,1,0,R,R,154,176,4/5,16/18,0,0,35/50,59/61,"$2,101,811","$3,085,619",Juan Ignacio Londero,Alejandro Davidovich Fokina
2019.07.22,Hamburg,Outdoor,Clay,0,56,33,23,191,188,6,0,1,0,L,R,187,176,0/0,5/17,0,0,149/153,17/32,"$5,524,410","$1,053,085",Martin Klizan,Daniel Altmaier
2019.07.22,Hamburg,Outdoor,Clay,64,565,36,24,183,178,15,0,1,0,R,R,174,152,14/11,0/0,0,0,576/357,6/17,"$19,538,187","$579,874",Richard Gasquet,Sumit Nagal
2019.07.22,Hamburg,Outdoor,Clay,98,262,30,38,188,178,1,8,1,1,R,R,181,154,13/15,1/3,0,0,122/120,478/387,"$5,266,060","$13,749,731",Marton Fucsovics,Philipp Kohlschreiber
2019.07.22,Hamburg,Outdoor,Clay,125,147,31,29,193,185,2,3,2,0,L,R,198,171,9/19,2/6,0,0,162/196,65/111,"$5,904,021","$4,438,907",Federico Delbonis,Marco Cecchinato
2019.07.22,Hamburg,Outdoor,Clay,23,152,31,30,188,193,6,0,1,0,R,R,172,190,21/16,3/4,0,0,251/200,27/32,"$13,678,168","$1,326,118",Pablo Carreno Busta,Yannick Hanfmann
2019.07.22,Hamburg,Outdoor,Clay,8,70,24,26,188,185,11,5,3,0,R,R,165,187,31/10,16/16,3,0,216/122,97/86,"$12,102,889","$4,824,894",Andrey Rublev,Cristian Garin
2019.07.22,Hamburg,Outdoor,Clay,122,72,32,28,193,183,0,0,2,2,R,L,202,172,2/11,11/11,0,0,166/202,66/90,"$7,597,772","$2,483,692",Jan-Lennard Struff,Thiago Monteiro
2019.07.22,Hamburg,Outdoor,Clay,43,69,30,27,185,188,0,2,4,0,R,R,165,181,17/13,14/16,0,0,118/115,89/98,"$5,670,895","$3,698,136",Filip Krajinovic,Laslo Djere
2019.07.22,Hamburg,Outdoor,Clay,977,92,35,33,188,196,1,3,1,0,R,R,165,176,0/0,3/17,0,0,297/303,240/286,"$10,535,763","$9,836,848",Jeremy Chardy,Benoit Paire
2019.07.22,Hamburg,Outdoor,Clay,28,74,30,29,185,180,5,0,1,0,R,R,174,165,12/21,5/11,0,0,143/159,33/47,"$8,371,034","$1,554,024",Nikoloz Basilashvili,Hugo Dellien
2019.07.22,Hamburg,Outdoor,Clay,61,312,35,29,178,188,9,0,1,0,R,R,174,180,13/13,0/0,0,0,399/352,0/2,"$17,144,018","$213,372",Fabio Fognini,Julian Lenz
2019.07.22,Hamburg,Outdoor,Clay,2,118,25,26,198,198,19,1,2,1,R,R,198,198,29/10,1/3,0,0,339/150,53/62,"$32,407,055","$2,282,706",Alexander Zverev,Nicolas Jarry
2019.07.22,Hamburg,Outdoor,Clay,274,225,28,36,185,180,17,6,5,2,R,R,174,173,2/7,4/7,0,0,311/173,242/224,"$29,015,317","$9,643,411",Dominic Thiem,Pablo Cuevas
2019.07.22,Hamburg,Outdoor,Clay,8,5,24,23,188,183,11,8,4,1,R,R,165,170,31/10,31/13,3,2,216/122,150/83,"$12,102,889","$7,726,248",Andrey Rublev,Casper Ruud
2019.07.22,Hamburg,Outdoor,Clay,43,0,30,33,185,191,0,6,1,0,R,L,165,187,17/13,0/0,0,0,118/115,149/153,"$5,670,895","$5,524,410",Filip Krajinovic,Martin Klizan
2019.07.22,Hamburg,Outdoor,Clay,977,64,35,36,188,183,1,15,3,5,R,R,165,174,0/0,14/11,0,0,297/303,576/357,"$10,535,763","$19,538,187",Jeremy Chardy,Richard Gasquet
2019.07.22,Hamburg,Outdoor,Clay,23,122,31,32,188,193,6,0,3,1,R,R,172,202,21/16,2/11,0,0,251/200,166/202,"$13,678,168","$7,597,772",Pablo Carreno Busta,Jan-Lennard Struff
